avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,active,phone_Android,phone_iPhone,city_Astapor,city_King's Landing,city_Winterfell,rating_stated
21.07,5.0,4.5,1.0,0.0,0,False,66.7,True,1,0,0,0,1,True
2.4,4.0,4.7,1.0,0.0,2,False,77.8,False,1,0,1,0,0,True
22.57,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,0,0,1,False
13.04,4.3,5.0,1.0,0.0,0,False,75.0,False,0,1,0,0,1,True
3.53,5.0,4.0,1.0,0.0,0,True,66.7,False,0,1,0,0,1,True
16.27,5.0,4.0,1.0,0.0,2,True,0.0,False,1,0,0,0,1,True
5.12,4.3,5.0,1.08,33.3,1,False,100.0,False,0,1,1,0,0,True
0.9,4.5,5.0,1.5,50.0,0,False,100.0,False,1,0,0,0,1,True
10.02,5.0,5.0,1.0,0.0,2,True,100.0,False,1,0,1,0,0,True
9.52,4.8,4.5,1.0,0.0,3,True,80.0,True,0,1,0,1,0,True
3.93,4.6,3.8,1.02,7.7,9,True,15.4,False,1,0,0,0,1,True
0.68,4.0,5.0,1.0,0.0,0,False,0.0,False,0,1,1,0,0,True
24.64,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
2.73,4.5,5.0,1.0,0.0,0,False,100.0,True,0,1,1,0,0,True
13.78,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
2.14,4.6,4.4,1.01,4.2,14,False,100.0,False,0,1,1,0,0,True
4.24,4.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
4.25,5.0,4.601696940726505,1.0,0.0,1,False,50.0,False,1,0,1,0,0,False
13.46,5.0,4.4,1.06,12.5,6,True,45.8,True,0,1,0,1,0,True
2.44,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,1,0,0,False
2.02,5.0,4.3,1.05,8.0,17,False,88.0,False,0,1,0,0,1,True
2.28,4.8,4.0,1.0,0.0,0,False,0.0,False,1,0,0,0,1,True
6.89,4.8,5.0,1.13,16.7,6,False,66.7,False,0,1,1,0,0,True
1.58,4.7,4.4,1.23,14.3,7,False,28.6,True,0,1,1,0,0,True
3.86,5.0,5.0,1.0,0.0,0,True,100.0,False,1,0,0,0,1,True
6.67,5.0,5.0,1.63,50.0,0,True,100.0,True,0,1,0,0,1,True
1.85,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
1.81,4.8,4.8,1.0,0.0,0,True,50.0,False,1,0,1,0,0,True
2.51,4.8,5.0,1.11,11.7,41,True,75.9,True,0,1,1,0,0,True
2.04,4.5,4.8,1.0,0.0,10,False,64.3,True,0,1,0,0,1,True
1.63,4.5,4.5,1.0,0.0,4,True,87.5,False,1,0,0,0,1,True
3.99,5.0,5.0,2.5,100.0,1,True,100.0,True,0,1,0,0,1,True
10.62,4.9,4.0,1.0,0.0,4,False,58.3,True,1,0,0,0,1,True
5.21,5.0,4.6,1.0,0.0,4,True,45.5,False,0,1,1,0,0,True
2.49,4.9,4.3,1.08,23.1,2,True,46.2,True,0,1,1,0,0,True
4.25,5.0,5.0,1.0,0.0,3,False,100.0,False,1,0,0,1,0,True
4.0,4.5,5.0,1.04,8.5,8,True,87.7,True,0,1,1,0,0,True
4.16,4.8,4.3,1.0,0.0,2,True,28.6,True,0,1,1,0,0,True
2.26,5.0,5.0,1.0,0.0,1,False,0.0,False,1,0,1,0,0,True
4.98,5.0,4.0,1.0,0.0,0,False,25.0,False,0,1,0,1,0,True
12.22,5.0,5.0,1.0,0.0,1,True,100.0,False,1,0,0,1,0,True
8.02,4.8,4.9,1.06,11.1,1,False,44.4,True,0,1,0,1,0,True
3.53,5.0,4.5,1.0,0.0,0,True,0.0,True,0,1,0,0,1,True
9.48,5.0,5.0,1.0,0.0,0,False,50.0,True,0,1,0,0,1,True
9.45,5.0,5.0,1.0,0.0,1,False,0.0,False,1,0,0,1,0,True
4.42,5.0,5.0,1.06,16.7,3,False,33.3,False,0,1,1,0,0,True
5.52,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,1,0,0,0,1,False
2.99,5.0,4.7,1.08,33.3,0,True,100.0,False,1,0,0,0,1,True
3.07,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,1,0,0,False
5.07,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,1,0,0,True
3.75,3.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,1,0,0,False
16.09,5.0,4.601696940726505,1.38,50.0,0,False,100.0,False,0,1,0,0,1,False
6.12,5.0,4.0,1.25,100.0,1,False,0.0,False,1,0,1,0,0,True
5.74,4.4,5.0,1.0,0.0,2,True,40.0,True,0,1,0,0,1,True
14.23,5.0,4.5,1.0,0.0,0,False,100.0,False,0,0,0,1,0,True
4.29,5.0,5.0,1.0,0.0,0,False,50.0,False,0,1,1,0,0,True
14.3,5.0,5.0,1.0,0.0,1,True,50.0,False,0,1,0,0,1,True
3.76,4.9,3.8,1.08,11.1,0,False,44.4,True,0,1,0,1,0,True
6.22,5.0,5.0,1.25,33.3,3,False,16.7,False,0,1,0,0,1,True
4.2,4.8,4.7,1.07,10.6,10,True,66.0,True,1,0,0,1,0,True
4.01,5.0,5.0,1.5,100.0,0,False,100.0,True,1,0,0,0,1,True
1.34,4.6,4.7,1.0,0.0,3,True,33.3,True,0,1,0,1,0,True
5.22,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,0,1,1,0,0,False
2.64,4.9,4.2,1.14,36.4,2,False,36.4,True,0,1,1,0,0,True
1.67,5.0,4.601696940726505,1.0,0.0,0,False,100.0,True,0,1,0,1,0,False
21.91,5.0,4.0,1.0,0.0,1,True,0.0,False,0,1,0,0,1,True
3.0,4.8,4.6,1.06,15.8,11,False,76.3,True,0,1,1,0,0,True
2.65,4.3,5.0,1.0,0.0,2,True,66.7,False,1,0,1,0,0,True
7.27,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,1,0,0,False
3.93,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
2.65,4.4,4.8,1.1,14.6,5,False,64.6,True,0,1,0,0,1,True
15.6,5.0,5.0,1.0,0.0,1,False,0.0,False,0,1,0,1,0,True
8.55,4.9,5.0,1.04,10.0,6,True,65.0,True,0,1,0,0,1,True
1.22,3.0,3.0,1.0,0.0,1,False,0.0,False,0,1,0,0,1,True
2.86,4.9,4.6,1.03,5.9,0,False,64.7,True,1,0,1,0,0,True
2.25,4.8,4.6,1.0,0.0,0,True,87.5,False,0,1,1,0,0,True
3.07,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,1,0,0,1,0,False
4.08,4.1,2.1,1.0,0.0,2,True,66.7,True,0,1,0,0,1,True
1.24,5.0,5.0,1.0,0.0,2,False,100.0,False,0,1,0,0,1,True
4.1,4.7,4.7,1.67,16.7,3,False,16.7,True,0,1,0,0,1,True
4.5,4.7,4.601696940726505,1.0,0.0,0,True,100.0,False,1,0,1,0,0,False
20.5,5.0,5.0,1.0,0.0,2,True,100.0,True,0,1,1,0,0,True
12.14,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,0,0,1,False
6.72,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,1,0,0,False
5.9,3.5,3.0,1.0,0.0,0,True,66.7,False,0,1,0,0,1,True
2.31,4.8,4.5,1.17,20.9,5,False,76.7,True,0,1,0,1,0,True
13.79,5.0,5.0,1.0,0.0,0,True,50.0,False,1,0,1,0,0,True
2.51,4.3,4.5,1.21,42.9,2,True,14.3,True,0,1,0,1,0,True
3.29,5.0,4.0,1.0,0.0,1,True,83.3,True,0,1,0,0,1,True
1.11,4.8,4.9,1.01,1.5,15,False,66.7,True,0,1,0,0,1,True
1.81,5.0,5.0,1.67,66.7,1,True,33.3,True,0,1,0,1,0,True
1.06,5.0,5.0,1.25,100.0,1,False,0.0,False,0,1,0,0,1,True
2.95,4.3,4.8,1.09,4.3,3,True,87.0,True,0,1,0,0,1,True
3.25,4.7,4.6,1.0,0.0,0,True,100.0,False,0,1,0,0,1,True
2.83,5.0,4.0,1.0,0.0,2,False,0.0,False,0,1,0,0,1,True
14.62,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,0,0,1,False
2.86,4.7,5.0,1.18,14.3,6,False,57.1,False,0,1,0,0,1,True
3.27,5.0,4.3,1.0,0.0,3,False,100.0,False,0,1,0,0,1,True
10.05,4.6,4.4,1.0,0.0,3,True,40.9,True,1,0,0,0,1,True
6.14,4.5,5.0,1.19,25.0,2,False,50.0,False,0,1,0,0,1,True
7.81,4.8,4.9,1.0,0.0,3,True,91.3,False,1,0,0,1,0,True
13.94,5.0,5.0,1.0,0.0,3,True,40.0,True,0,1,0,1,0,True
16.12,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,0,0,1,False
3.31,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,1,0,0,True
20.84,5.0,4.601696940726505,1.0,0.0,0,True,100.0,True,0,1,0,0,1,False
6.63,5.0,4.9,1.0,0.0,0,False,100.0,True,0,1,0,0,1,True
2.63,5.0,5.0,1.0,0.0,2,True,100.0,False,0,1,1,0,0,True
1.76,4.4,4.7,1.0,0.0,4,False,44.4,False,0,1,0,0,1,True
2.08,5.0,4.9,1.13,20.0,1,True,50.0,True,0,1,0,1,0,True
5.08,4.9,4.9,1.02,3.2,7,True,61.3,True,0,1,0,1,0,True
16.08,5.0,5.0,1.0,0.0,1,True,100.0,False,0,1,1,0,0,True
2.97,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,0,0,1,False
5.88,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,0,1,0,False
9.4,4.7,4.601696940726505,1.0,0.0,2,False,66.7,True,0,1,0,0,1,False
1.9,4.8,4.6,1.0,0.0,9,False,88.9,False,1,0,0,1,0,True
10.16,4.6,5.0,1.0,0.0,2,False,66.7,True,0,1,0,1,0,True
4.27,5.0,5.0,1.0,0.0,2,True,50.0,True,0,1,0,0,1,True
2.17,5.0,4.9,1.18,14.3,7,False,85.7,False,0,1,0,1,0,True
6.3,5.0,5.0,1.17,33.3,3,False,66.7,True,1,0,0,1,0,True
14.29,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,1,0,True
5.86,5.0,5.0,1.0,0.0,1,False,66.7,False,0,1,0,0,1,True
2.3,4.0,5.0,1.0,0.0,3,False,80.0,True,1,0,1,0,0,True
0.91,5.0,3.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
3.91,4.3,5.0,1.0,0.0,0,False,0.0,False,0,1,1,0,0,True
17.07,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,0,1,False
2.14,4.6,4.5,1.12,11.3,5,True,76.3,True,0,1,0,0,1,True
1.54,1.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
4.13,5.0,5.0,1.0,0.0,4,True,100.0,False,1,0,0,0,1,True
2.57,4.7,4.7,1.0,0.0,0,True,0.0,False,0,1,1,0,0,True
3.79,4.0,3.0,1.0,0.0,2,False,0.0,False,1,0,0,0,1,True
5.85,5.0,3.0,1.13,25.0,1,False,75.0,False,0,1,1,0,0,True
1.49,5.0,5.0,1.0,0.0,1,True,0.0,False,0,1,0,0,1,True
4.98,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,1,0,1,0,0,False
1.3,5.0,4.601696940726505,1.0,0.0,3,True,0.0,True,0,1,1,0,0,False
2.56,4.8,5.0,1.1,20.0,5,False,60.0,False,0,1,0,0,1,True
2.96,4.8,5.0,1.01,1.2,16,True,80.2,True,0,1,0,0,1,True
17.73,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,0,0,1,False
3.77,4.4,5.0,1.0,0.0,2,False,57.1,False,0,1,0,1,0,True
6.81,5.0,4.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
3.41,5.0,3.0,1.17,33.3,0,False,33.3,False,0,1,1,0,0,True
3.2,4.0,4.0,1.0,0.0,1,True,0.0,True,0,1,0,1,0,True
5.2,4.7,4.0,1.0,0.0,0,True,66.7,True,0,1,1,0,0,True
3.09,5.0,5.0,1.33,33.3,2,False,66.7,False,0,1,0,1,0,True
1.56,5.0,4.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
2.37,5.0,4.5,1.0,0.0,2,False,100.0,False,0,1,0,0,1,True
0.87,1.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,0,0,1,False
1.95,4.5,4.601696940726505,1.75,50.0,0,False,0.0,False,0,1,1,0,0,False
7.72,3.0,5.0,1.0,0.0,1,False,0.0,False,0,1,1,0,0,True
1.59,5.0,5.0,1.0,0.0,1,True,100.0,True,0,1,0,1,0,True
3.46,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,1,0,0,False
3.55,5.0,5.0,1.0,0.0,1,True,100.0,False,1,0,0,1,0,True
2.49,4.6,3.8,1.35,20.0,5,True,20.0,False,0,1,0,1,0,True
3.59,4.8,5.0,1.0,0.0,2,False,50.0,False,0,1,0,0,1,True
4.46,2.0,4.0,1.0,0.0,1,False,100.0,False,0,1,1,0,0,True
2.79,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,1,0,0,0,1,False
15.65,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,0,1,False
0.96,5.0,5.0,1.0,0.0,1,True,0.0,False,1,0,0,0,1,True
19.9,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
7.29,5.0,4.601696940726505,1.13,50.0,0,False,50.0,False,0,1,1,0,0,False
3.68,4.9,4.3,1.0,0.0,1,False,60.0,False,1,0,0,0,1,True
3.04,5.0,4.0,1.38,50.0,0,False,50.0,True,0,1,0,1,0,True
25.57,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,0,0,1,False
18.07,5.0,4.601696940726505,1.0,0.0,0,True,100.0,True,1,0,0,1,0,False
1.39,2.0,5.0,1.0,0.0,1,False,0.0,False,0,1,0,0,1,True
7.4,5.0,5.0,1.0,0.0,2,True,0.0,False,0,1,0,0,1,True
2.72,5.0,5.0,1.25,33.3,3,True,0.0,True,0,1,0,1,0,True
2.39,4.8,5.0,1.05,6.3,17,True,83.9,True,0,1,0,0,1,True
2.36,4.5,3.5,1.0,0.0,2,True,50.0,False,1,0,1,0,0,True
11.67,4.7,4.8,1.0,0.0,6,True,96.9,True,0,1,0,0,1,True
4.81,5.0,5.0,1.0,0.0,0,False,100.0,False,1,0,0,1,0,True
12.02,5.0,4.601696940726505,1.0,0.0,0,True,50.0,True,0,1,0,0,1,False
3.49,4.1,4.1,1.0,0.0,3,False,37.5,False,0,1,0,0,1,True
1.67,4.3,4.3,1.21,16.7,0,False,33.3,True,0,1,0,0,1,True
3.33,4.9,4.6,1.11,18.8,3,True,100.0,False,0,1,0,1,0,True
2.91,4.6,4.0,1.0,0.0,1,True,56.3,True,0,1,0,0,1,True
2.77,5.0,5.0,1.25,100.0,0,False,100.0,False,1,0,0,1,0,True
1.37,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,1,0,0,False
1.71,5.0,5.0,1.0,0.0,0,False,0.0,False,0,1,1,0,0,True
3.03,5.0,3.0,1.0,0.0,2,True,50.0,False,0,1,0,0,1,True
3.96,4.8,4.9,1.03,11.8,4,False,82.4,True,1,0,1,0,0,True
2.71,5.0,4.0,1.0,0.0,0,False,100.0,False,1,0,0,0,1,True
0.89,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,1,0,True
2.21,5.0,4.3,1.0,0.0,4,False,100.0,False,1,0,0,1,0,True
3.16,4.5,5.0,1.0,0.0,0,True,50.0,False,0,1,1,0,0,True
2.32,5.0,5.0,1.02,6.3,2,False,87.5,True,0,1,1,0,0,True
2.42,4.2,4.3,1.05,10.0,3,False,70.0,True,0,1,0,0,1,True
13.55,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,1,0,0,True
1.36,5.0,5.0,1.0,0.0,1,True,100.0,False,0,1,1,0,0,True
15.72,5.0,5.0,1.0,0.0,0,False,0.0,False,0,1,0,1,0,True
8.99,5.0,5.0,1.0,0.0,4,False,16.7,False,1,0,1,0,0,True
3.08,4.8,4.8,1.14,11.3,11,True,72.6,True,0,1,1,0,0,True
1.24,5.0,4.0,1.0,0.0,1,False,0.0,False,1,0,0,1,0,True
2.75,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,1,0,0,False
9.48,4.7,5.0,1.21,42.9,3,False,42.9,False,0,1,0,0,1,True
2.29,3.5,5.0,1.0,0.0,1,True,100.0,True,0,1,1,0,0,True
8.99,4.4,5.0,1.0,0.0,1,False,62.5,True,0,1,0,0,1,True
4.36,3.0,5.0,1.0,0.0,1,True,0.0,False,0,0,0,0,1,True
6.97,4.7,4.9,1.0,0.0,21,True,94.4,True,0,1,0,0,1,True
4.12,5.0,5.0,1.0,0.0,2,False,100.0,False,1,0,0,0,1,True
21.08,5.0,1.0,1.0,0.0,1,False,100.0,False,1,0,0,1,0,True
1.37,3.7,3.0,1.0,0.0,0,True,33.3,False,1,0,1,0,0,True
6.1,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,0,0,1,False
7.61,4.0,4.601696940726505,1.0,0.0,0,True,100.0,True,0,1,0,0,1,False
2.34,4.6,4.0,1.02,7.9,10,False,42.1,True,0,1,0,0,1,True
2.66,4.5,4.5,1.0,0.0,2,True,50.0,False,0,1,1,0,0,True
5.51,5.0,4.601696940726505,1.0,0.0,0,True,50.0,True,1,0,0,0,1,False
2.34,5.0,5.0,1.0,0.0,2,False,100.0,False,1,0,1,0,0,True
12.49,5.0,5.0,1.0,0.0,2,False,100.0,False,1,0,1,0,0,True
3.16,4.8,4.3,1.09,12.5,0,True,100.0,True,0,1,1,0,0,True
3.85,4.7,4.3,1.04,14.3,0,False,57.1,False,1,0,0,0,1,True
3.1,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
2.54,5.0,3.0,1.0,0.0,3,True,75.0,False,1,0,1,0,0,True
4.38,5.0,5.0,1.0,0.0,1,False,0.0,False,0,1,0,1,0,True
2.45,5.0,4.0,1.0,0.0,1,False,16.7,False,0,1,0,0,1,True
2.2,5.0,3.5,1.0,0.0,2,True,0.0,False,0,1,0,0,1,True
3.92,4.8,5.0,1.15,20.0,1,True,40.0,False,1,0,1,0,0,True
2.99,4.8,4.6,1.17,23.1,0,True,76.9,False,0,1,1,0,0,True
4.65,4.2,4.4,1.0,0.0,0,False,36.4,True,1,0,0,0,1,True
2.2,4.9,5.0,1.0,0.0,1,True,25.0,True,0,1,0,0,1,True
13.92,5.0,5.0,1.0,0.0,2,False,100.0,False,1,0,0,1,0,True
7.2,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,1,0,0,False
37.57,5.0,5.0,1.0,0.0,2,False,50.0,False,1,0,1,0,0,True
5.55,5.0,4.5,1.0,0.0,2,False,100.0,False,0,1,0,0,1,True
2.92,4.5,4.7,1.19,25.0,2,False,100.0,False,0,1,0,0,1,True
3.42,4.0,1.0,1.0,0.0,0,False,100.0,False,1,0,0,0,1,True
1.88,5.0,5.0,1.0,0.0,1,False,0.0,False,0,1,1,0,0,True
8.04,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,0,0,1,False
4.09,5.0,5.0,1.07,14.3,5,True,57.1,True,0,1,0,0,1,True
7.17,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,1,0,1,0,0,False
11.79,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
3.69,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,1,0,0,False
6.38,4.8,5.0,1.07,10.0,4,False,40.0,True,0,1,0,1,0,True
3.14,5.0,5.0,1.0,0.0,0,True,100.0,True,0,1,0,1,0,True
10.77,3.0,4.0,1.0,0.0,1,False,0.0,False,0,1,0,0,1,True
3.54,4.4,4.8,1.06,11.1,4,False,33.3,True,0,1,1,0,0,True
5.73,5.0,5.0,2.0,100.0,1,False,100.0,False,0,1,0,0,1,True
2.53,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
1.67,5.0,3.0,1.0,0.0,1,False,60.0,False,0,1,0,0,1,True
2.07,5.0,5.0,1.0,0.0,0,False,33.3,False,0,1,1,0,0,True
7.81,5.0,5.0,1.25,33.3,0,True,0.0,False,1,0,1,0,0,True
14.05,5.0,5.0,1.0,0.0,0,False,100.0,True,1,0,0,1,0,True
3.94,5.0,5.0,1.75,100.0,0,False,0.0,True,0,1,0,1,0,True
19.93,5.0,4.601696940726505,1.0,0.0,0,False,100.0,True,0,1,1,0,0,False
2.63,4.9,4.9,1.16,28.1,15,True,57.9,True,0,1,0,1,0,True
0.7,5.0,4.0,1.0,0.0,1,True,0.0,False,1,0,0,0,1,True
2.67,4.0,5.0,1.0,0.0,1,False,66.7,False,1,0,1,0,0,True
2.09,4.9,4.8,1.2,31.3,3,False,50.0,True,1,0,0,1,0,True
2.72,4.6,5.0,1.2,18.2,5,True,90.9,True,0,1,0,0,1,True
4.16,4.7,4.9,1.03,5.3,1,True,57.9,True,0,1,1,0,0,True
2.01,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
14.47,5.0,5.0,1.0,0.0,0,True,100.0,True,0,1,0,1,0,True
15.33,5.0,4.601696940726505,1.0,0.0,0,True,0.0,False,0,1,0,1,0,False
1.63,4.0,4.0,1.25,50.0,3,False,75.0,False,1,0,1,0,0,True
4.11,5.0,5.0,1.0,0.0,1,True,40.0,True,0,1,1,0,0,True
8.08,5.0,4.6,1.15,60.0,5,False,60.0,False,1,0,1,0,0,True
7.7,4.8,5.0,1.0,0.0,2,False,50.0,True,0,1,1,0,0,True
5.27,4.5,4.5,1.0,0.0,1,True,33.3,True,0,1,1,0,0,True
6.97,5.0,4.0,1.0,0.0,4,False,75.0,False,0,1,0,0,1,True
13.51,5.0,1.0,1.0,0.0,2,True,50.0,False,0,1,0,0,1,True
1.01,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
9.76,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,1,0,0,False
0.62,5.0,3.7,1.0,0.0,0,True,66.7,True,0,1,0,1,0,True
6.51,4.8,4.6,1.03,3.1,4,True,75.0,False,1,0,0,0,1,True
0.25,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
2.75,5.0,4.0,2.75,100.0,1,False,0.0,False,1,0,1,0,0,True
0.91,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
8.31,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
5.93,5.0,5.0,1.0,0.0,0,False,50.0,False,0,1,1,0,0,True
2.67,4.9,4.9,1.26,37.0,5,False,88.9,True,0,1,0,1,0,True
5.18,4.7,4.5,1.0,0.0,0,False,100.0,False,1,0,1,0,0,True
1.09,4.8,5.0,1.56,25.0,4,False,0.0,False,0,1,0,0,1,True
4.3,5.0,5.0,1.0,0.0,1,False,100.0,False,1,0,0,0,1,True
4.47,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
3.17,5.0,5.0,1.0,0.0,5,False,80.0,False,1,0,1,0,0,True
16.27,3.0,4.0,1.0,0.0,1,False,0.0,False,0,1,0,0,1,True
1.86,5.0,4.601696940726505,1.5,100.0,1,False,0.0,False,1,0,0,1,0,False
1.69,4.0,5.0,1.0,0.0,4,False,50.0,True,0,1,0,1,0,True
4.0,1.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,0,0,1,False
13.09,4.3,4.0,1.0,0.0,4,False,100.0,True,0,1,0,0,1,True
2.25,4.7,3.3,1.0,0.0,2,False,33.3,False,1,0,0,0,1,True
1.85,4.6,4.8,1.05,17.6,3,True,54.9,True,1,0,0,1,0,True
2.58,5.0,4.9,1.12,20.9,14,True,53.5,True,0,1,0,1,0,True
3.98,5.0,4.3,1.0,0.0,1,True,33.3,False,0,1,1,0,0,True
2.6,5.0,4.601696940726505,2.0,100.0,1,True,100.0,False,0,1,0,0,1,False
3.47,4.5,3.2,1.02,7.1,3,True,35.7,False,0,1,1,0,0,True
2.03,5.0,5.0,1.0,0.0,0,False,50.0,False,1,0,1,0,0,True
6.41,5.0,5.0,1.0,0.0,1,False,0.0,False,1,0,0,0,1,True
2.37,4.8,4.7,1.03,4.2,4,True,75.0,True,0,1,1,0,0,True
8.77,4.9,3.3,1.0,0.0,7,False,12.5,True,0,1,0,0,1,True
3.74,5.0,4.1,1.0,0.0,8,False,75.0,False,0,1,0,1,0,True
13.0,5.0,4.0,1.0,0.0,1,True,100.0,True,0,1,0,1,0,True
5.21,4.4,3.6,1.14,18.2,3,True,42.4,True,0,1,0,1,0,True
3.52,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,1,0,0,False
0.81,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,1,0,0,False
23.41,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,1,0,0,False
9.19,5.0,4.601696940726505,1.08,33.3,0,True,66.7,True,0,1,1,0,0,False
3.67,4.5,3.7,1.17,16.7,1,False,66.7,True,0,1,0,0,1,True
8.16,4.7,4.7,1.0,0.0,1,True,71.4,True,1,0,0,0,1,True
3.51,5.0,5.0,1.0,0.0,0,False,0.0,False,0,1,0,0,1,True
5.88,5.0,4.601696940726505,1.38,50.0,0,False,0.0,False,1,0,1,0,0,False
1.99,5.0,5.0,1.0,0.0,0,False,0.0,True,0,1,0,1,0,True
3.93,4.7,4.7,1.11,10.0,5,False,30.0,True,0,1,0,0,1,True
1.69,5.0,5.0,1.0,0.0,1,False,75.0,False,1,0,0,1,0,True
5.5,4.7,4.3,1.0,0.0,1,False,85.7,True,1,0,1,0,0,True
3.2,5.0,5.0,1.0,0.0,1,False,100.0,True,0,1,0,1,0,True
28.71,5.0,5.0,1.0,0.0,3,False,75.0,True,0,1,0,1,0,True
2.33,4.3,4.0,1.0,0.0,0,False,33.3,False,1,0,0,0,1,True
5.24,5.0,5.0,1.25,100.0,0,False,0.0,False,0,1,0,0,1,True
1.75,3.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
3.74,4.0,5.0,1.0,0.0,0,True,100.0,True,0,1,1,0,0,True
2.9,4.9,5.0,1.22,19.5,10,True,43.9,True,0,1,1,0,0,True
1.91,5.0,5.0,1.0,0.0,0,False,66.7,False,0,1,0,1,0,True
21.0,5.0,4.601696940726505,1.0,0.0,0,True,0.0,False,0,1,0,0,1,False
2.17,5.0,5.0,1.0,0.0,3,False,33.3,False,1,0,0,1,0,True
4.39,5.0,5.0,1.0,0.0,0,False,25.0,False,1,0,0,0,1,True
2.93,4.5,4.4,1.12,14.3,5,False,47.6,True,0,1,1,0,0,True
4.66,5.0,5.0,1.0,0.0,0,False,50.0,True,1,0,1,0,0,True
3.65,3.7,5.0,1.08,33.3,0,False,33.3,False,0,1,0,0,1,True
2.2,5.0,4.601696940726505,1.0,0.0,0,False,100.0,True,0,1,0,1,0,False
10.66,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,1,0,True
2.07,4.0,5.0,1.0,0.0,0,True,50.0,False,1,0,1,0,0,True
5.2,5.0,5.0,1.0,0.0,0,False,100.0,False,1,0,1,0,0,True
8.16,5.0,4.0,1.0,0.0,1,False,0.0,False,1,0,0,0,1,True
4.52,4.7,4.3,1.0,0.0,1,False,50.0,True,0,1,0,0,1,True
